TimeStamp;OrderId;OrderStatus;VehicleId;
310;508926;UNASSIGNED;-1;
311;508926;ASSIGNED;42;
320;873643;UNASSIGNED;-1;
321;873643;ASSIGNED;44;
320;989083;UNASSIGNED;-1;
321;989083;ASSIGNED;7;
360;978678;UNASSIGNED;-1;
361;978678;ASSIGNED;33;
620;596991;UNASSIGNED;-1;
621;596991;ASSIGNED;40;
660;455881;UNASSIGNED;-1;
661;455881;ASSIGNED;40;
660;800112;UNASSIGNED;-1;
661;800112;ASSIGNED;44;
690;484343;UNASSIGNED;-1;
691;484343;ASSIGNED;9;
800;540731;UNASSIGNED;-1;
801;540731;ASSIGNED;40;
843;978678;IN_PROGRESS;33;
965;989083;IN_PROGRESS;7;
1048;484343;IN_PROGRESS;9;
1052;508926;IN_PROGRESS;42;
1140;497231;UNASSIGNED;-1;
1141;497231;ASSIGNED;7;
1140;53308;UNASSIGNED;-1;
1141;53308;ASSIGNED;3;
1232;596991;IN_PROGRESS;40;
1492;53308;IN_PROGRESS;3;
1520;786398;UNASSIGNED;-1;
1521;786398;ASSIGNED;31;
1560;962819;UNASSIGNED;-1;
1561;962819;ASSIGNED;40;
1580;738939;UNASSIGNED;-1;
1581;738939;ASSIGNED;12;
1656;978678;DELIVERED;33;
1760;426884;UNASSIGNED;-1;
1761;426884;ASSIGNED;49;
1801;541704;ASSIGNED;3;
1801;618252;ASSIGNED;3;
1801;58375;ASSIGNED;42;
1801;108241;ASSIGNED;31;
1801;273043;ASSIGNED;33;
1801;122591;ASSIGNED;42;
1801;143076;ASSIGNED;20;
1801;764524;ASSIGNED;33;
1801;433582;ASSIGNED;33;
1801;455273;ASSIGNED;33;
1801;730617;ASSIGNED;25;
1801;916229;ASSIGNED;7;
1801;233044;ASSIGNED;47;
1801;116451;ASSIGNED;11;
1801;181029;ASSIGNED;47;
1801;515680;ASSIGNED;11;
1801;195691;ASSIGNED;47;
1801;448687;ASSIGNED;11;
1801;16173;ASSIGNED;47;
1801;623304;ASSIGNED;25;
1801;566923;ASSIGNED;25;
1801;321101;ASSIGNED;20;
1801;12941;ASSIGNED;25;
1801;722320;ASSIGNED;36;
1801;552983;ASSIGNED;36;
1801;526755;ASSIGNED;36;
1801;383158;ASSIGNED;20;
1801;836730;ASSIGNED;20;
1801;994419;ASSIGNED;36;
1801;347012;ASSIGNED;34;
1801;420233;ASSIGNED;36;
1801;409367;ASSIGNED;34;
1801;531247;ASSIGNED;34;
1801;367410;ASSIGNED;20;
1801;942792;ASSIGNED;34;
1801;878295;ASSIGNED;20;
1801;157555;ASSIGNED;11;
1801;129929;ASSIGNED;34;
1801;443279;ASSIGNED;20;
1801;969164;ASSIGNED;33;
1801;759881;ASSIGNED;20;
1801;824907;ASSIGNED;11;
1801;718658;ASSIGNED;11;
1801;384213;ASSIGNED;34;
1801;128721;ASSIGNED;33;
1801;437712;ASSIGNED;26;
1801;324449;ASSIGNED;26;
1801;921727;ASSIGNED;26;
1801;72062;ASSIGNED;40;
1801;880645;ASSIGNED;40;
1801;238475;ASSIGNED;40;
1801;360472;ASSIGNED;40;
1801;492718;ASSIGNED;26;
1801;294058;ASSIGNED;26;
1801;4020;ASSIGNED;40;
1801;705713;ASSIGNED;24;
1801;545994;ASSIGNED;24;
1801;891864;ASSIGNED;24;
1801;200158;ASSIGNED;24;
1801;357487;ASSIGNED;11;
1800;853468;UNASSIGNED;-1;
1801;853468;ASSIGNED;49;
1860;444877;UNASSIGNED;-1;
1861;444877;ASSIGNED;48;
1880;196414;UNASSIGNED;-1;
1881;196414;ASSIGNED;48;
2010;873643;IN_PROGRESS;44;
2120;786398;IN_PROGRESS;31;
2120;76147;UNASSIGNED;-1;
2121;76147;ASSIGNED;42;
2218;738939;IN_PROGRESS;12;
2321;444877;IN_PROGRESS;48;
2321;231880;UNASSIGNED;-1;
2322;231880;ASSIGNED;32;
2360;492511;UNASSIGNED;-1;
2361;492511;ASSIGNED;44;
2371;963918;UNASSIGNED;-1;
2372;963918;ASSIGNED;46;
2404;426884;IN_PROGRESS;49;
2410;934927;UNASSIGNED;-1;
2411;934927;ASSIGNED;18;
2732;275305;UNASSIGNED;-1;
2733;275305;ASSIGNED;49;
2790;320831;UNASSIGNED;-1;
2791;320831;ASSIGNED;18;
3011;455881;IN_PROGRESS;40;
3122;934927;IN_PROGRESS;18;
3140;832455;UNASSIGNED;-1;
3141;832455;ASSIGNED;50;
3480;610486;UNASSIGNED;-1;
3481;610486;ASSIGNED;22;
3507;963918;IN_PROGRESS;46;
3620;927932;UNASSIGNED;-1;
3621;927932;ASSIGNED;47;
3655;76147;IN_PROGRESS;42;
3703;853468;IN_PROGRESS;49;
3755;618252;IN_PROGRESS;3;
3755;541704;IN_PROGRESS;3;
3823;764524;IN_PROGRESS;33;
3823;433582;IN_PROGRESS;33;
3823;455273;IN_PROGRESS;33;
3823;273043;IN_PROGRESS;33;
3830;484343;DELIVERED;9;
3840;832455;IN_PROGRESS;50;
3841;12941;IN_PROGRESS;25;
3841;566923;IN_PROGRESS;25;
3841;730617;IN_PROGRESS;25;
3841;623304;IN_PROGRESS;25;
3860;831555;UNASSIGNED;-1;
3861;831555;ASSIGNED;32;
3966;82727;UNASSIGNED;-1;
3967;82727;ASSIGNED;13;
4064;800112;IN_PROGRESS;44;
4064;108241;IN_PROGRESS;31;
4230;455881;DELIVERED;40;
4291;231880;IN_PROGRESS;32;
4333;492511;IN_PROGRESS;44;
4355;243995;UNASSIGNED;-1;
4356;243995;ASSIGNED;22;
4493;196414;IN_PROGRESS;48;
4539;610486;IN_PROGRESS;22;
4645;117612;UNASSIGNED;-1;
4646;117612;ASSIGNED;32;
4686;496647;UNASSIGNED;-1;
4687;496647;ASSIGNED;50;
